SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1192,solana,,2023-10-24 00:00:00,32.552,29.592,31.922,30.16,13.77M,0.0
1193,solana,,2023-10-25 00:00:00,33.841,30.038,30.16,32.444,13.17M,0.0
1194,solana,,2023-10-26 00:00:00,33.242,30.777,32.448,32.78,9.53M,0.0
1195,solana,,2023-10-27 00:00:00,33.305,31.456,32.78,31.724,7.87M,0.0
1196,solana,,2023-10-28 00:00:00,32.5,31.413,31.724,31.632,3.13M,0.0
1197,solana,,2023-10-29 00:00:00,33.142,31.312,31.632,32.805,4.67M,0.0
1198,solana,,2023-10-30 00:00:00,35.199,32.385,32.83,34.942,9.62M,0.0
1199,solana,,2023-10-31 00:00:00,38.561,34.862,34.942,38.398,12.76M,0.0
1200,solana,,2023-11-01 00:00:00,46.479,37.926,38.401,41.113,25.10M,0.0
1201,solana,,2023-11-02 00:00:00,44.501,38.762,41.113,40.246,18.19M,0.0
1202,solana,,2023-11-03 00:00:00,40.25,38.072,40.246,39.452,12.86M,0.0
1203,solana,,2023-11-04 00:00:00,42.675,39.032,39.454,42.424,9.18M,0.0
1204,solana,,2023-11-05 00:00:00,42.826,40.297,42.426,41.154,5.78M,0.0
1205,solana,,2023-11-06 00:00:00,42.19,39.687,41.157,42.187,7.07M,0.0
1206,solana,,2023-11-07 00:00:00,44.442,40.236,42.171,42.946,12.27M,0.0
1207,solana,,2023-11-08 00:00:00,43.866,42.295,42.946,43.127,6.00M,0.0
1208,solana,,2023-11-09 00:00:00,48.777,42.529,43.132,45.335,16.80M,0.0
1209,solana,,2023-11-10 00:00:00,57.442,45.095,45.305,56.677,19.27M,0.0
1210,solana,,2023-11-11 00:00:00,63.576,53.636,56.677,56.354,18.65M,0.0
1211,solana,,2023-11-12 00:00:00,61.823,54.617,56.375,56.35,13.54M,0.0
1212,solana,,2023-11-13 00:00:00,59.8,51.635,56.35,51.662,14.45M,0.0
1213,solana,,2023-11-14 00:00:00,57.751,51.603,51.639,56.82,15.40M,0.0
1214,solana,,2023-11-15 00:00:00,67.03,56.234,56.82,65.555,16.38M,0.0
1215,solana,,2023-11-16 00:00:00,68.076,56.552,65.527,57.815,18.33M,0.0
1216,solana,,2023-11-17 00:00:00,60.442,54.205,57.823,58.497,14.71M,0.0
1217,solana,,2023-11-18 00:00:00,59.313,54.856,58.497,58.552,9.19M,0.0
1218,solana,,2023-11-19 00:00:00,62.011,56.724,58.566,61.114,9.09M,0.0
1219,solana,,2023-11-20 00:00:00,61.199,56.234,61.087,56.574,8.92M,0.0
1220,solana,,2023-11-21 00:00:00,57.316,51.401,56.574,51.691,12.95M,0.0
1221,solana,,2023-11-22 00:00:00,58.825,51.65,51.691,57.482,9.83M,0.0
1222,solana,,2023-11-23 00:00:00,59.506,56.192,57.538,56.412,6.23M,0.0
1223,solana,,2023-11-24 00:00:00,58.712,56.242,56.412,56.863,5.28M,0.0
1224,solana,,2023-11-25 00:00:00,59.715,55.895,56.87,58.809,5.31M,0.0
1225,solana,,2023-11-26 00:00:00,59.007,56.26,58.809,57.559,4.24M,0.0
1226,solana,,2023-11-27 00:00:00,58.04,53.59,57.559,55.06,6.16M,0.0
1227,solana,,2023-11-28 00:00:00,58.634,53.978,55.055,58.192,7.11M,0.0
1228,solana,,2023-11-29 00:00:00,61.706,57.766,58.184,59.294,9.66M,0.0
1229,solana,,2023-11-30 00:00:00,61.646,58.858,59.292,59.199,5.67M,0.0
1230,solana,,2023-12-01 00:00:00,61.846,58.614,59.199,59.754,6.66M,0.0
1231,solana,,2023-12-02 00:00:00,63.898,59.674,59.756,63.807,6.29M,0.0
1232,solana,,2023-12-03 00:00:00,65.419,62.329,63.795,62.988,6.52M,0.0
1233,solana,,2023-12-04 00:00:00,65.243,60.081,62.988,61.572,10.40M,0.0
1234,solana,,2023-12-05 00:00:00,62.548,59.153,61.575,60.959,7.72M,0.0
1235,solana,,2023-12-06 00:00:00,66.631,60.959,60.959,61.896,13.83M,0.0
1236,solana,,2023-12-07 00:00:00,69.322,61.677,61.898,67.791,13.53M,0.0
1237,solana,,2023-12-08 00:00:00,75.242,67.798,67.798,74.896,14.15M,0.0
1238,solana,,2023-12-09 00:00:00,77.55,71.848,74.896,72.319,11.33M,0.0
1239,solana,,2023-12-10 00:00:00,74.839,70.734,72.317,74.75,7.65M,0.0
1240,solana,,2023-12-11 00:00:00,74.919,65.783,74.871,70.297,15.88M,0.0
1241,solana,,2023-12-12 00:00:00,72.388,65.962,70.297,68.55,9.92M,0.0
1242,solana,,2023-12-13 00:00:00,72.457,64.058,68.55,70.598,10.30M,0.0
